type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	48.527384000	-122.226033000	61.4						
T	48.503309000	-122.225904000	17.9						
T	48.503060000	-122.247020000	15.9						
T	48.484690000	-122.243536000	7.9						
T	48.479282000	-122.242616000	13.7						
T	48.493421000	-122.068833000	37.2						
T	48.501663000	-122.066240000	32.4						
T	48.514261000	-121.996734000	34.8						
T	48.518501000	-121.845846000	44.7						
T	48.531727000	-121.790533000	59.4						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	48.531727000	-121.790533000	59.4	#cc1a00	4	1.00		Y01030	
T	48.523910000	-121.772845000	63.8						
T	48.536955000	-121.766067000	56.9						
T	48.488177000	-121.590946000	84.6						
T	48.484919000	-121.593232000	66.0						
T	48.466101000	-121.586938000	73.9						
T	48.483911000	-121.495571000	92.2						
T	48.519919000	-121.448142000	93.4						
T	48.519027000	-121.417061000	112.1						
T	48.527135000	-121.415628000	102.6						
T	48.526870000	-121.430941000	99.2						
T	48.588366000	-121.391416000	113.4						
T	48.640314000	-121.314102000	131.4						
T	48.693044000	-121.222139000	256.1						
T	48.701230000	-121.200841000	351.5						
T	48.710510000	-121.135230000	407.6						
T	48.690902000	-121.096009000	372.8						
T	48.709603000	-121.096130000	516.7						
T	48.728827000	-121.056289000	657.9						
T	48.705966000	-120.919366000	571.2						
T	48.665847000	-120.872668000	779.3						
T	48.657536000	-120.859847000	860.5						
T	48.640328000	-120.851726000	977.5						
T	48.555538000	-120.768649000	1257.7						
T	48.515016000	-120.733766000	1482.0						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	48.515016000	-120.733766000	1482.0	#cc3400	4	1.00		Y01060	
T	48.504731000	-120.720776000	1381.8						
T	48.524505000	-120.657812000	1662.6						
T	48.514253000	-120.643733000	1577.9						
T	48.563819000	-120.636320000	1209.1						
T	48.596012000	-120.602223000	1078.8						
T	48.587122000	-120.409254000	647.6						
T	48.592530000	-120.404792000	642.0						
T	48.543857000	-120.322138000	601.1						
T	48.543478000	-120.322180000	596.5						
T	48.477088000	-120.187335000	539.4						
T	48.477817000	-120.185409000	540.0						
T	48.474126000	-120.177254000	535.3						
T	48.470263000	-120.173222000	535.0						
T	48.470694000	-120.172275000	539.4						
T	48.468676000	-120.168757000	541.2						
T	48.451950000	-120.149260000	551.4						
T	48.358942000	-120.111981000	480.8						
T	48.346453000	-120.078120000	467.9						
T	48.306069000	-120.053358000	450.4						
T	48.244185000	-120.117644000	434.4						
T	48.208191000	-120.128080000	412.4						
T	48.138142000	-120.017610000	356.9						
T	48.136550000	-120.008190000	353.5						
T	48.077760000	-120.011000000	312.1						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	48.077760000	-120.011000000	312.1	#cc4e00	4	1.00		Y01080	
T	48.048277000	-119.901351000	244.2						
T	47.963649000	-119.878525000	241.8						
T	47.949657000	-119.877962000	273.9						
T	47.873010000	-119.920278000	277.2						
T	47.872476000	-119.922119000	287.7						
T	47.839283000	-119.996955000	371.3						
T	47.839880000	-120.014777000	343.5						
T	47.836225000	-120.016184000	335.9						
T	47.839708000	-120.089664000	341.3						
T	47.874410000	-120.201180000	365.9						
T	47.873440000	-120.201759000	374.6						
T	47.866445000	-120.192361000	456.2						
T	47.863140000	-120.202789000	525.0						
T	47.829795000	-120.208754000	423.5						
T	47.767272000	-120.185595000	276.4						
T	47.767782000	-120.175238000	222.6						
T	47.750486000	-120.214142000	225.1						
T	47.722889000	-120.227852000	230.6						
T	47.675241000	-120.208701000	242.3						
T	47.630456000	-120.241545000	223.1						
T	47.480807000	-120.320978000	201.6						
T	47.480858000	-120.321501000	200.9						
T	47.470553000	-120.335567000	236.2						
T	47.476153000	-120.341527000	266.0						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	47.476153000	-120.341527000	266.0	#cc6800	4	1.00		Y01100	
T	47.476591000	-120.369097000	260.2						
T	47.486583000	-120.378507000	261.4						
T	47.487029000	-120.412130000	215.3						
T	47.520676000	-120.454059000	242.4						
T	47.522050000	-120.469979000	241.2						
T	47.520331000	-120.469937000	244.8						
T	47.524326000	-120.497551000	279.3						
T	47.526853000	-120.502205000	295.1						
T	47.530075000	-120.543195000	267.7						
T	47.532176000	-120.550318000	290.1						
T	47.534588000	-120.552047000	295.9						
T	47.535394000	-120.561088000	304.4						
T	47.539675000	-120.575553000	392.0						
T	47.551831000	-120.582933000	330.7						
T	47.552948000	-120.581861000	326.4						
T	47.557111000	-120.589413000	319.4						
T	47.553463000	-120.603833000	338.1						
T	47.486791000	-120.651045000	498.8						
T	47.432339000	-120.656398000	686.0						
T	47.394465000	-120.646197000	793.8						
T	47.358687000	-120.563116000	1057.2						
T	47.335367000	-120.578899000	1256.3						
T	47.318701000	-120.692061000	893.2						
T	47.242842000	-120.697604000	739.1						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	47.242842000	-120.697604000	739.1	#cc8200	4	1.00		Y01120	
T	47.203660000	-120.707989000	677.2						
T	47.132034000	-120.685372000	677.3						
T	47.037492000	-120.608468000	488.2						
T	47.034573000	-120.610827000	483.1						
T	47.021998000	-120.592502000	477.4						
T	47.012129000	-120.574994000	476.1						
T	47.010798000	-120.575037000	477.8						
T	46.999555000	-120.555596000	465.8						
T	46.999640000	-120.548816000	476.6						
T	46.984363000	-120.547829000	457.9						
T	46.973701000	-120.540647000	452.3						
T	46.926169000	-120.510063000	436.8						
T	46.804998000	-120.440368000	406.6						
T	46.801085000	-120.462075000	391.7						
T	46.737098000	-120.449068000	413.3						
T	46.680822000	-120.482682000	359.3						
T	46.671267000	-120.517530000	349.1						
T	46.686916000	-120.517402000	398.3						
T	46.687002000	-120.530319000	406.7						
T	46.701808000	-120.530791000	400.9						
T	46.754508000	-120.636792000	476.1						
T	46.733480000	-120.683527000	475.4						
T	46.731849000	-120.680137000	472.3						
T	46.731076000	-120.695329000	450.3						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	46.731076000	-120.695329000	450.3	#cc9c00	4	1.00		Y01140	
T	46.730905000	-120.700951000	448.8						
T	46.732192000	-120.701037000	449.9						
T	46.732192000	-120.705500000	451.0						
T	46.734853000	-120.706475000	457.6						
T	46.734896000	-120.721807000	458.8						
T	46.736827000	-120.721507000	463.0						
T	46.738180000	-120.732240000	465.1						
T	46.742706000	-120.732365000	481.8						
T	46.749550000	-120.759092000	492.6						
T	46.749417000	-120.787079000	497.9						
T	46.748328000	-120.788455000	493.1						
T	46.671197000	-120.974827000	681.1						
T	46.676960000	-121.068883000	764.8						
T	46.665164000	-121.125576000	842.1						
T	46.657622000	-121.130354000	901.9						
T	46.644216000	-121.153883000	897.6						
T	46.659408000	-121.341092000	1251.4						
T	46.643271000	-121.380172000	1343.1						
T	46.623868000	-121.441547000	1164.6						
T	46.669471000	-121.488707000	930.7						
T	46.679145000	-121.538333000	736.0						
T	46.696229000	-121.567137000	583.7						
T	46.689869000	-121.578526000	510.6						
T	46.685590000	-121.578420000	483.7						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	48.992711000	-122.264948000	13.5	#ccb600	4	1.00		Y11010	
T	48.993230000	-122.384605000	49.0						
T	48.978553000	-122.385077000	40.5						
T	48.979068000	-122.440653000	37.9						
T	48.946924000	-122.439365000	28.4						
T	48.944306000	-122.448120000	29.0						
T	48.942718000	-122.447090000	19.5						
T	48.789425000	-122.442541000	57.7						
T	48.789550000	-122.514250000	59.3						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	46.685590000	-121.578420000	483.7	#c8cc00	4	1.00		Y21MR1	
T	46.717460000	-121.577580000	527.0						
T	46.754637000	-121.556768000	665.7						
T	46.760151000	-121.558865000	678.8						
T	46.708309000	-121.598499000	1037.1						
T	46.765763000	-121.634849000	921.9						
T	46.758858000	-121.643510000	946.4						
T	46.775527000	-121.703027000	1224.2						
T	46.763616000	-121.695897000	1318.1						
T	46.769706000	-121.743268000	1491.4						
T	46.778359000	-121.738926000	1466.4						
T	46.779058000	-121.739582000	1464.1						
T	46.779748000	-121.739390000	1469.2						
T	46.778655000	-121.748803000	1516.7						
T	46.783273000	-121.750843000	1554.3						
T	46.781849000	-121.744907000	1586.1						
T	46.785175000	-121.744022000	1609.9						
T	46.783295000	-121.740974000	1630.8						
T	46.785672000	-121.733152000	1640.1						
T	46.791201000	-121.728339000	1607.4						
T	46.787831000	-121.725631000	1586.3						
T	46.778068000	-121.732809000	1530.0						
T	46.777658000	-121.737750000	1493.8						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	46.685590000	-121.578420000	483.7	#aecc00	4	1.00		Y02160	
T	46.682757000	-121.574923000	453.7						
T	46.540253000	-121.755098000	296.8						
T	46.534796000	-121.793237000	288.9						
T	46.535297000	-121.957298000	273.2						
T	46.532170000	-121.956963000	266.0						
T	46.521821000	-121.954465000	272.7						
T	46.507316000	-121.953564000	270.6						
T	46.470894000	-121.948006000	354.9						
T	46.445700000	-122.000800000	320.2						
T	46.440387000	-121.998408000	325.1						
T	46.412317000	-121.998632000	595.9						
T	46.361401000	-121.971415000	773.7						
T	46.324450000	-121.972880000	855.9						
T	46.307220000	-121.975170000	1032.4						
T	46.288890000	-121.966610000	1246.8						
T	46.244799000	-121.969780000	954.6						
T	46.224194000	-121.998224000	1015.2						
T	46.179989000	-122.005227000	982.7						
T	46.144809000	-122.004877000	728.9						
T	46.119575000	-122.006446000	455.0						
T	46.124947000	-122.015458000	386.5						
T	46.064428000	-122.027035000	331.6						
T	46.056270000	-121.966267000	422.0						
T	46.040765000	-121.919653000	729.3						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	46.040765000	-121.919653000	729.3	#94cc00	4	1.00		Y02180	
T	46.017396000	-121.897218000	884.8						
T	45.990037000	-121.913048000	933.3						
T	45.974034000	-121.927321000	746.2						
T	45.882340000	-121.967253000	355.8						
T	45.872470000	-121.976223000	333.8						
T	45.820760000	-121.912880000	315.0						
T	45.745644000	-121.822425000	168.0						
T	45.719687000	-121.821002000	129.1						
T	45.715004000	-121.829442000	86.8						
T	45.675559000	-121.909294000	34.6						
T	45.663030000	-121.905201000	60.9						
T	45.661792000	-121.896960000	70.3						
T	45.663019000	-121.896140000	56.9						
T	45.662306000	-121.897862000	57.1						
T	45.671067000	-121.887131000	44.0						
T	45.671468000	-121.887150000	43.5						
T	45.680122000	-121.853614000	43.1						
T	45.679607000	-121.850481000	39.7						
T	45.689478000	-121.838207000	31.4						
T	45.688908000	-121.836716000	41.1						
T	45.689407000	-121.834300000	70.4						
T	45.690551000	-121.769028000	38.9						
T	45.691157000	-121.769109000	42.4						
T	45.695865000	-121.670468000	37.6						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	45.695865000	-121.670468000	37.6	#7acc00	4	1.00		Y02190	
T	45.711272000	-121.550194000	96.6						
T	45.710807000	-121.549172000	101.6						
T	45.709304000	-121.528884000	92.4						
T	45.708790000	-121.510248000	42.6						
T	45.708146000	-121.510162000	46.4						
T	45.707545000	-121.502780000	44.1						
T	45.703769000	-121.502953000	69.8						
T	45.703214000	-121.501147000	87.0						
T	45.702715000	-121.503539000	105.6						
T	45.686323000	-121.498639000	197.3						
T	45.653257000	-121.499132000	214.2						
T	45.642442000	-121.501452000	207.0						
T	45.638881000	-121.513982000	193.6						
T	45.638838000	-121.534408000	259.8						
T	45.635233000	-121.534409000	240.6						
T	45.635276000	-121.544839000	208.3						
T	45.637678000	-121.585392000	254.5						
T	45.601810000	-121.628302000	284.8						
T	45.591159000	-121.626979000	301.6						
T	45.557766000	-121.614799000	414.4						
T	45.532922000	-121.599509000	488.7						
T	45.520022000	-121.598966000	526.4						
T	45.519619000	-121.586337000	530.1						
T	45.518637000	-121.572582000	509.6						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	45.518637000	-121.572582000	509.6	#60cc00	4	1.00		Y02200	
T	45.498535000	-121.564067000	551.0						
T	45.497732000	-121.562389000	553.4						
T	45.446967000	-121.581927000	772.6						
T	45.339000000	-121.570640000	1082.2						
T	45.310194000	-121.646562000	1412.0						
T	45.313779000	-121.659530000	1342.0						
T	45.283528000	-121.676704000	1261.7						
T	45.283720000	-121.683350000	1269.8						
T	45.291781000	-121.689141000	1207.7						
T	45.276508000	-121.715242000	1081.3						
T	45.228755000	-121.700299000	1193.9						
T	45.207855000	-121.698018000	1231.9						
T	45.173463000	-121.672168000	1101.2						
T	45.130249000	-121.705471000	1081.0						
T	45.101684000	-121.746911000	1026.8						
T	45.100465000	-121.749373000	1022.6						
T	45.065122000	-121.774566000	1091.5						
T	45.037637000	-121.777267000	1268.8						
T	44.990307000	-121.765512000	1129.2						
T	44.960353000	-121.835208000	1053.8						
T	44.954106000	-121.836243000	1000.1						
T	44.960452000	-121.866137000	780.4						
T	44.983135000	-121.881423000	666.4						
T	44.891210000	-121.881767000	844.0						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	44.891210000	-121.881767000	844.0	#46cc00	4	1.00		Y02220	
T	44.810614000	-121.881637000	1090.0						
T	44.805368000	-121.873667000	1009.2						
T	44.797389000	-121.904215000	822.9						
T	44.778013000	-121.997408000	651.8						
T	44.780751000	-122.058908000	582.0						
T	44.767528000	-122.094889000	535.8						
T	44.737486000	-122.151747000	494.5						
T	44.729932000	-122.146782000	492.3						
T	44.687319000	-122.032828000	571.2						
T	44.691782000	-121.972403000	663.3						
T	44.635531000	-121.939071000	724.7						
T	44.582863000	-121.982403000	819.8						
T	44.570185000	-121.999262000	858.2						
T	44.500854000	-122.003387000	1052.7						
T	44.460075000	-121.978284000	1125.0						
T	44.436566000	-121.938930000	1145.1						
T	44.429991000	-121.874595000	1327.3						
T	44.419329000	-121.875628000	1396.4						
T	44.424720000	-121.845546000	1469.0						
T	44.418783000	-121.776150000	1232.4						
T	44.429753000	-121.714280000	1028.0						
T	44.392919000	-121.674314000	1015.5						
T	44.315715000	-121.576595000	980.6						
T	44.291296000	-121.554322000	974.0						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	44.291296000	-121.554322000	974.0	#2ccc00	4	1.00		Y02250	
T	44.287777000	-121.540074000	966.8						
T	44.240785000	-121.473470000	980.5						
T	44.145556000	-121.331206000	972.4						
T	44.144583000	-121.333062000	975.6						
T	44.130364000	-121.331549000	979.7						
T	44.131178000	-121.332150000	983.7						
T	44.116586000	-121.363395000	1084.3						
T	44.087720000	-121.377770000	1133.1						
T	44.067922000	-121.355581000	1141.7						
T	44.065390000	-121.356955000	1140.6						
T	44.038739000	-121.336268000	1135.9						
T	43.997198000	-121.405278000	1239.6						
T	43.979717000	-121.480559000	1465.8						
T	43.982544000	-121.613577000	1808.0						
T	43.994979000	-121.660158000	1952.5						
T	44.001260000	-121.665310000	1929.2						
T	44.002390000	-121.666246000	1926.0						
T	44.037188000	-121.764800000	1670.3						
T	43.981361000	-121.809111000	1508.8						
T	43.890595000	-121.766839000	1440.9						
T	43.826780000	-121.792717000	1363.2						
T	43.783190000	-121.839819000	1367.4						
T	43.729577000	-121.829281000	1381.3						
T	43.663573000	-121.815505000	1327.1						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	43.663573000	-121.815505000	1327.1	#12cc00	4	1.00		Y02270	
T	43.661385000	-121.801386000	1324.1						
T	43.617701000	-121.815662000	1394.7						
T	43.593494000	-121.827713000	1365.9						
T	43.576092000	-121.855579000	1371.6						
T	43.535944000	-121.865338000	1418.4						
T	43.499251000	-121.851296000	1379.3						
T	43.487234000	-121.908546000	1416.3						
T	43.380050000	-121.800739000	1421.7						
T	43.333120000	-121.758701000	1419.0						
T	43.080740000	-121.825032000	1406.8						
T	43.088036000	-122.003818000	1603.3						
T	43.089024000	-122.089647000	1806.1						
T	43.089006000	-122.100456000	1785.3						
T	43.088839000	-122.116720000	1766.7						
T	43.027970000	-122.119040000	1825.7						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	43.487230000	-121.908550000	1416.3	#00cc08	4	1.00		Y32280	
T	43.528304000	-121.943693000	1452.9						
T	43.512551000	-121.972999000	1459.1						
T	43.512289000	-121.973347000	1462.1						
T	43.509078000	-121.969226000	1459.3						
T	43.474368000	-122.030440000	1487.2						
T	43.455862000	-122.023430000	1519.5						
T	43.450886000	-121.968583000	1496.4						
T	43.449854000	-121.960430000	1470.9						
T	43.429960000	-121.972620000	1499.9						
T	43.416939000	-121.963563000	1524.2						
T	43.377428000	-121.995540000	1654.9						
T	43.367415000	-122.033429000	1774.1						
T	43.350804000	-122.057678000	1654.2						
T	43.357136000	-122.066943000	1628.3						
T	43.345545000	-122.075073000	1589.6						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	43.345545000	-122.075073000	1589.6	#00cc22	4	1.00		Y32WP0	
T	43.338446000	-122.091750000	1565.0						
T	43.334198000	-122.093896000	1529.4						
T	43.320361000	-122.100761000	1407.2						
T	43.311878000	-122.118349000	1294.5						
T	43.312655000	-122.155652000	1276.8						
T	43.310016000	-122.155242000	1271.8						
T	43.297763000	-122.191571000	1285.0						
T	43.287840000	-122.178312000	1340.4						
T	43.258281000	-122.174576000	1382.8						
T	43.234911000	-122.141517000	1482.7						
T	43.185450000	-122.130672000	1638.8						
T	43.185266000	-122.134134000	1626.9						
T	43.136744000	-122.137499000	1588.9						
T	43.126745000	-122.135653000	1597.6						
T	43.126617000	-122.132349000	1607.5						
T	43.088840000	-122.116720000	1766.1						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	43.027970000	-122.119040000	1825.7	#00cc3c	4	1.00		Y03300	
T	43.000805000	-122.134652000	1950.9						
T	42.972507000	-122.153672000	2167.3						
T	42.966070000	-122.151576000	2211.3						
T	42.953214000	-122.174189000	2338.0						
T	42.941233000	-122.180612000	2259.8						
T	42.911825000	-122.148012000	2166.8						
T	42.910366000	-122.149150000	2155.5						
T	42.902423000	-122.148599000	2141.0						
T	42.905154000	-122.135983000	2040.4						
T	42.895519000	-122.134229000	1968.4						
T	42.867149000	-122.146268000	1847.4						
T	42.871513000	-122.169910000	1835.4						
T	42.865777000	-122.169127000	1841.8						
T	42.871264000	-122.172100000	1867.3						
T	42.871369000	-122.180223000	1883.9						
T	42.887343000	-122.200151000	1767.8						
T	42.901677000	-122.283801000	1476.7						
T	42.927611000	-122.373877000	1188.1						
T	42.920752000	-122.429581000	1052.3						
T	42.846294000	-122.480264000	910.5						
T	42.759870000	-122.488642000	800.5						
T	42.750764000	-122.488890000	781.7						
T	42.737846000	-122.445201000	798.9						
T	42.735373000	-122.448869000	796.4						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	42.735373000	-122.448869000	796.4	#00cc56	4	1.00		Y03310	
T	42.733650000	-122.431660000	755.8						
T	42.732891000	-122.429133000	792.4						
T	42.704544000	-122.452970000	829.9						
T	42.703570000	-122.449400000	806.7						
T	42.694246000	-122.424877000	937.3						
T	42.668441000	-122.434958000	945.4						
T	42.632402000	-122.462599000	947.9						
T	42.615881000	-122.454429000	974.9						
T	42.551379000	-122.514467000	826.9						
T	42.543416000	-122.553673000	769.5						
T	42.538804000	-122.553005000	737.8						
T	42.533916000	-122.518521000	779.6						
T	42.491641000	-122.456832000	891.8						
T	42.492955000	-122.423100000	949.9						
T	42.489452000	-122.421298000	959.3						
T	42.447898000	-122.395891000	1195.4						
T	42.425637000	-122.395334000	1315.6						
T	42.385684000	-122.356410000	1408.4						
T	42.384740000	-122.359628000	1399.3						
T	42.356223000	-122.359349000	1434.3						
T	42.309208000	-122.352633000	1444.5						
T	42.306360000	-122.366264000	1386.2						
T	42.285777000	-122.371001000	1414.3						
T	42.265749000	-122.449601000	1387.6						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	42.265749000	-122.449601000	1387.6	#00cc70	4	1.00		Y03320	
T	42.250843000	-122.471895000	1451.9						
T	42.259414000	-122.502315000	1546.4						
T	42.251873000	-122.509232000	1582.8						
T	42.236993000	-122.517405000	1479.1						
T	42.242141000	-122.529305000	1363.0						
T	42.235329000	-122.525454000	1299.9						
T	42.241557000	-122.568231000	989.8						
T	42.224295000	-122.604030000	752.7						
T	42.191207000	-122.654428000	589.2						
T	42.182564000	-122.655574000	585.6						
T	42.131538000	-122.612228000	692.9						
T	42.092060000	-122.589600000	948.3						
T	42.092170000	-122.598080000	995.4						
T	42.080130000	-122.590640000	1083.5						
T	42.073470000	-122.601480000	1201.6						
T	42.073517000	-122.607378000	1230.6						
T	42.055121000	-122.603691000	1364.8						
T	42.036905000	-122.589078000	1254.3						
T	42.022480000	-122.596347000	1153.8						
T	42.018030000	-122.611570000	1084.7						
T	42.005410000	-122.615619000	1014.3						
T	41.992679000	-122.609698000	951.3						
T	41.919750000	-122.573218000	701.6						
T	41.920169000	-122.568063000	680.4						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	41.920169000	-122.568063000	680.4	#00cc8a	4	1.00		Y03330	
T	41.898208000	-122.551289000	652.2						
T	41.899795000	-122.508459000	657.5						
T	41.898987000	-122.508647000	652.0						
T	41.865463000	-122.464557000	713.3						
T	41.774998000	-122.524638000	842.9						
T	41.734575000	-122.524632000	771.3						
T	41.728220000	-122.527599000	774.1						
T	41.724576000	-122.530171000	774.8						
T	41.709030000	-122.538356000	750.0						
T	41.647197000	-122.520432000	782.1						
T	41.647196000	-122.522363000	784.0						
T	41.628014000	-122.522096000	782.0						
T	41.602950000	-122.523522000	791.3						
T	41.574712000	-122.524981000	811.8						
T	41.496710000	-122.512238000	860.2						
T	41.440515000	-122.435118000	928.5						
T	41.409187000	-122.433658000	1002.8						
T	41.399574000	-122.420440000	1053.5						
T	41.375928000	-122.377824000	1183.1						
T	41.363483000	-122.376752000	1159.3						
T	41.342153000	-122.351818000	1144.5						
T	41.338205000	-122.353363000	1134.2						
T	41.308979000	-122.326542000	1053.4						
T	41.310868000	-122.323064000	1053.3						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	41.310868000	-122.323064000	1053.3	#00cca4	4	1.00		Y03350	
T	41.309887000	-122.321124000	1060.4						
T	41.313829000	-122.311520000	1090.0						
T	41.312291000	-122.310961000	1096.4						
T	41.306491000	-122.311006000	1091.8						
T	41.289538000	-122.306078000	1086.2						
T	41.287222000	-122.298433000	1092.9						
T	41.270142000	-122.242770000	1283.3						
T	41.268553000	-122.214703000	1366.1						
T	41.259805000	-122.147948000	1056.3						
T	41.251130000	-122.136254000	983.2						
T	41.256768000	-122.030071000	1038.2						
T	41.248341000	-122.026477000	1009.7						
T	41.237483000	-122.001114000	1087.2						
T	41.254869000	-121.942737000	1116.8						
T	41.263678000	-121.942533000	1121.5						
T	41.266152000	-121.857502000	1207.4						
T	41.252718000	-121.824045000	1207.9						
T	41.202011000	-121.770103000	1375.2						
T	41.183198000	-121.717822000	1302.7						
T	41.146030000	-121.647190000	1258.0						
T	41.050715000	-121.637707000	942.8						
T	41.043789000	-121.673705000	871.6						
T	41.024489000	-121.672735000	850.8						
T	40.997743000	-121.629760000	912.8						
T	40.969765000	-121.618932000	942.0						
T	40.938191000	-121.606637000	970.8						
T	40.877529000	-121.560786000	980.3						
T	40.830603000	-121.513295000	1009.7						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	40.830603000	-121.513295000	1009.7	#00ccbe	4	1.00		Y03380	
T	40.752626000	-121.489735000	1105.0						
T	40.727986000	-121.429728000	1198.2						
T	40.680655000	-121.424675000	1326.1						
T	40.650058000	-121.461496000	1392.5						
T	40.610533000	-121.515613000	1563.8						
T	40.562401000	-121.575800000	1809.1						
T	40.544573000	-121.577669000	1756.0						
T	40.536226000	-121.568595000	1792.5						
T	40.542872000	-121.541548000	1883.3						
T	40.569818000	-121.529330000	1749.5						
T	40.509548000	-121.465909000	1959.5						
T	40.496215000	-121.426283000	2036.3						
T	40.475299000	-121.432364000	2160.9						
T	40.459342000	-121.468836000	2237.3						
T	40.476374000	-121.478703000	2454.3						
T	40.475114000	-121.501011000	2600.7						
T	40.466243000	-121.505064000	2524.8						
T	40.465022000	-121.525493000	2389.6						
T	40.444585000	-121.519638000	2224.1						
T	40.449434000	-121.534424000	2137.1						
T	40.391536000	-121.524711000	1893.0						
T	40.366258000	-121.535912000	1743.2						
T	40.348198000	-121.541551000	1631.2						
T	40.362310000	-121.510806000	1479.6						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	40.362310000	-121.510806000	1479.6	#00bfcc	4	1.00		Y03390	
T	40.362357000	-121.497190000	1496.9						
T	40.339179000	-121.476517000	1486.1						
T	40.279399000	-121.421199000	1423.5						
T	40.259698000	-121.394317000	1462.3						
T	40.260178000	-121.356536000	1499.5						
T	40.261768000	-121.338923000	1539.8						
T	40.278710000	-121.253528000	1381.4						
T	40.227130000	-121.208341000	1396.6						
T	40.205077000	-121.171363000	1412.6						
T	40.188050000	-121.101541000	1398.2						
T	40.179666000	-121.101737000	1387.9						
T	40.171938000	-121.080580000	1394.3						
T	40.175385000	-121.023798000	1237.2						
T	40.167346000	-120.960589000	1119.6						
T	40.141994000	-120.955149000	1094.7						
T	40.134067000	-120.917182000	1081.4						
T	40.112920000	-120.906402000	1077.2						
T	40.085815000	-120.918889000	1069.6						
T	40.040151000	-120.984113000	893.1						
T	40.038730000	-120.983849000	889.0						
T	40.039116000	-120.982846000	884.7						
T	40.039853000	-120.966974000	989.6						
T	39.981608000	-120.940804000	1040.6						
T	39.951096000	-120.960116000	1047.3						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	39.951096000	-120.960116000	1047.3	#00a5cc	4	1.00		Y03410	
T	39.936719000	-120.948787000	1044.9						
T	39.937847000	-120.936955000	1042.7						
T	39.935131000	-120.883212000	1070.2						
T	39.936442000	-120.861609000	1073.6						
T	39.927449000	-120.839825000	1096.6						
T	39.878783000	-120.760646000	1355.8						
T	39.864797000	-120.696034000	1308.4						
T	39.784450000	-120.620053000	1348.5						
T	39.778099000	-120.621130000	1317.6						
T	39.771280000	-120.619927000	1327.2						
T	39.732442000	-120.560001000	1362.3						
T	39.733558000	-120.557098000	1365.1						
T	39.703881000	-120.528459000	1428.8						
T	39.685265000	-120.478498000	1660.2						
T	39.664636000	-120.433288000	1514.3						
T	39.624124000	-120.435305000	1531.6						
T	39.615326000	-120.425949000	1507.2						
T	39.589577000	-120.366983000	1510.6						
T	39.576387000	-120.369872000	1530.1						
T	39.544387000	-120.315614000	1724.5						
T	39.478278000	-120.232939000	1865.0						
T	39.396434000	-120.187101000	1763.2						
T	39.387104000	-120.183795000	1798.2						
T	39.367275000	-120.181804000	1795.5						

type	latitude	longitude	altitude (m)	color	width	opacity	sym	name	desc
T	39.367275000	-120.181804000	1795.5	#008bcc	4	1.00		Y04440	
T	39.341110000	-120.172280000	1815.6						
T	39.328176000	-120.184034000	1775.0						
T	39.327324000	-120.183651000	1771.6						
T	39.314704000	-120.203907000	1791.6						
T	39.204650000	-120.199460000	1863.1						
T	39.186960000	-120.195200000	1887.3						
T	39.167196000	-120.182462000	1891.7						
T	39.167000000	-120.144520000	1896.8						
T	39.125540000	-120.162662000	1903.5						
T	39.079086000	-120.156728000	1903.6						
T	39.067228000	-120.128207000	1915.4						
T	39.045860000	-120.119430000	1930.0						
T	39.036025000	-120.125630000	1902.6						
T	39.032379000	-120.116329000	1926.7						
T	39.017415000	-120.126552000	1941.8						
T	38.967554000	-120.097467000	2053.0						
T	38.951512000	-120.111812000	2003.8						
T	38.946260000	-120.097090000	2080.3						
T	38.949368000	-120.078791000	1968.1						
T	38.934181000	-120.078167000	1918.6						
